Date,Species,Street,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Station
2007-08-01,CULEX PIPIENS/RESTUANS, N PULASKI RD,T027,41.984809000000006,-87.728492,9,0,0,0,1,0,0,0,0,1
2007-08-01,CULEX RESTUANS, N PULASKI RD,T027,41.984809000000006,-87.728492,1,0,0,0,0,1,0,0,0,1
2007-08-01,CULEX PIPIENS/RESTUANS, S KILPATRICK AVE,T156,41.772846,-87.740029,4,0,0,0,1,0,0,0,0,2
2007-08-01,CULEX PIPIENS/RESTUANS, S KILPATRICK AVE,T156,41.772846,-87.740029,2,0,0,0,1,0,0,0,0,2
2007-08-01,CULEX RESTUANS, S KILPATRICK AVE,T156,41.772846,-87.740029,1,0,0,0,0,1,0,0,0,2
2007-08-01,CULEX PIPIENS, S KILPATRICK AVE,T156,41.772846,-87.740029,1,0,0,1,0,0,0,0,0,2
2007-08-01,CULEX TERRITANS, S KILPATRICK AVE,T156,41.772846,-87.740029,1,0,0,0,0,0,0,0,1,2
2007-08-01,CULEX PIPIENS/RESTUANS, W 37TH PL.,T157,41.825902,-87.667827,1,0,0,0,1,0,0,0,0,2
2007-08-01,CULEX PIPIENS, W 37TH PL.,T157,41.825902,-87.667827,1,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 113TH ST,T086,41.688324,-87.676709,27,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 113TH ST,T086,41.688324,-87.676709,8,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, W 113TH ST,T086,41.688324,-87.676709,8,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S PEORIA ST,T091,41.862292,-87.64886,10,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S PEORIA ST,T091,41.862292,-87.64886,2,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 89TH ST,T096,41.731922,-87.677512,9,1,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 89TH ST,T096,41.731922,-87.677512,11,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, W 89TH ST,T096,41.731922,-87.677512,18,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, W 89TH ST,T096,41.731922,-87.677512,5,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, W 89TH ST,T096,41.731922,-87.677512,3,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX SALINARIUS, W 89TH ST,T096,41.731922,-87.677512,3,0,0,0,0,0,1,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S VINCENNES,T089,41.723195000000004,-87.64997,4,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,10,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,3,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S STATE ST,T092,41.869215999999994,-87.627561,6,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S STATE ST,T092,41.869215999999994,-87.627561,3,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,3,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,8,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,14,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, W 127TH PL,T135,41.662014,-87.72460799999999,2,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, W 127TH PL,T135,41.662014,-87.72460799999999,9,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 116TH ST,T158,41.682587,-87.707973,1,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 116TH ST,T158,41.682587,-87.707973,50,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 116TH ST,T158,41.682587,-87.707973,49,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, W 116TH ST,T158,41.682587,-87.707973,20,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, W 116TH ST,T158,41.682587,-87.707973,21,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, W 116TH ST,T158,41.682587,-87.707973,7,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S DR MARTIN LUTHER KING JR DR,T162,41.725516999999996,-87.61425799999999,2,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, W 95TH ST,T085,41.721474,-87.648064,9,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, W 95TH ST,T085,41.721474,-87.648064,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,3,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,2,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,1,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S HOYNE AVE,T161,41.719059,-87.675088,10,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S HOYNE AVE,T161,41.719059,-87.675088,2,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S HOYNE AVE,T161,41.719059,-87.675088,4,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S HOYNE AVE,T161,41.719059,-87.675088,5,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 111TH ST,T084,41.692555,-87.598865,3,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,4,0,0,0,1,0,0,0,0,1
2007-08-02,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,12,0,0,0,1,0,0,0,0,1
2007-08-02,CULEX PIPIENS, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,4,0,0,1,0,0,0,0,0,1
2007-08-02,CULEX PIPIENS/RESTUANS, W 104TH ST,T095,41.704336,-87.70373599999999,1,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T074,41.822536,-87.66634300000001,7,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S ASHLAND AVE,T074,41.822536,-87.66634300000001,7,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX RESTUANS, S STONY ISLAND AVE,T077,41.778748,-87.586427,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S DEARBORN ST,T081,41.821582,-87.62779599999999,2,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S DEARBORN ST,T081,41.821582,-87.62779599999999,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S UNION AVE,T082,41.803422999999995,-87.642984,4,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S UNION AVE,T082,41.803422999999995,-87.642984,3,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S CHICAGO AVE,T083,41.754292,-87.590773,4,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S CHICAGO AVE,T083,41.754292,-87.590773,1,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S DOTY AVE,T115,41.673408,-87.599862,49,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S DOTY AVE,T115,41.673408,-87.599862,4,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S DOTY AVE,T115,41.673408,-87.599862,7,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S DOTY AVE,T115,41.673408,-87.599862,50,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,48,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,50,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,43,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,21,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,50,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,49,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,5,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,3,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S STONY ISLAND AVE,T138,41.726465000000005,-87.585413,50,1,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S TORRENCE AVE,T200,41.678618,-87.559308,25,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S TORRENCE AVE,T200,41.678618,-87.559308,30,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S TORRENCE AVE,T200,41.678618,-87.559308,13,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S TORRENCE AVE,T200,41.678618,-87.559308,17,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX TERRITANS, S TORRENCE AVE,T200,41.678618,-87.559308,10,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX TERRITANS, S TORRENCE AVE,T200,41.678618,-87.559308,1,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX PIPIENS/RESTUANS, S MACKINAW,T206,41.737052,-87.54306700000001,1,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S BRANDON,T209,41.740641,-87.546587,33,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S BRANDON,T209,41.740641,-87.546587,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S BRANDON,T209,41.740641,-87.546587,16,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX TERRITANS, S BRANDON,T209,41.740641,-87.546587,3,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 118TH ST,T212,41.680946,-87.535198,48,1,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 118TH ST,T212,41.680946,-87.535198,50,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 118TH ST,T212,41.680946,-87.535198,15,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, E 118TH ST,T212,41.680946,-87.535198,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, E 118TH ST,T212,41.680946,-87.535198,48,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, E 118TH ST,T212,41.680946,-87.535198,50,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, E 118TH ST,T212,41.680946,-87.535198,36,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX TERRITANS, E 118TH ST,T212,41.680946,-87.535198,42,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 115TH ST,T215,41.686398,-87.531635,50,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 115TH ST,T215,41.686398,-87.531635,3,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, E 115TH ST,T215,41.686398,-87.531635,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX TERRITANS, E 115TH ST,T215,41.686398,-87.531635,26,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX TERRITANS, E 115TH ST,T215,41.686398,-87.531635,28,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 91ST ST,T107,41.729669,-87.582699,3,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, E 91ST ST,T107,41.729669,-87.582699,2,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 105TH ST,T128,41.704572,-87.56566600000001,46,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, E 105TH ST,T128,41.704572,-87.56566600000001,33,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 138TH ST,T097,41.644612,-87.60449799999999,20,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, E 138TH ST,T097,41.644612,-87.60449799999999,1,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, E 138TH ST,T097,41.644612,-87.60449799999999,6,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S MUSKEGON AVE,T099,41.733643,-87.55551,5,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S MUSKEGON AVE,T099,41.733643,-87.55551,4,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S AVENUE G,T100,41.717753,-87.531657,19,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S AVENUE G,T100,41.717753,-87.531657,4,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S COTTAGE GROVE,T102,41.750498,-87.605294,16,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S COTTAGE GROVE,T102,41.750498,-87.605294,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S COTTAGE GROVE,T102,41.750498,-87.605294,7,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S AVENUE L,T103,41.702723999999996,-87.536497,28,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S AVENUE L,T103,41.702723999999996,-87.536497,50,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX PIPIENS/RESTUANS, S AVENUE L,T103,41.702723999999996,-87.536497,38,0,0,0,1,0,0,0,0,2
2007-08-02,CULEX RESTUANS, S AVENUE L,T103,41.702723999999996,-87.536497,1,0,0,0,0,1,0,0,0,2
2007-08-02,CULEX PIPIENS, S AVENUE L,T103,41.702723999999996,-87.536497,44,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX PIPIENS, S AVENUE L,T103,41.702723999999996,-87.536497,26,0,0,1,0,0,0,0,0,2
2007-08-02,CULEX TERRITANS, S AVENUE L,T103,41.702723999999996,-87.536497,1,0,0,0,0,0,0,0,1,2
2007-08-02,CULEX PIPIENS, W 37TH PL.,T157,41.825902,-87.667827,1,0,0,1,0,0,0,0,0,2
2007-08-03,CULEX PIPIENS/RESTUANS, E 115TH ST,T215,41.686398,-87.531635,50,0,0,0,1,0,0,0,0,2
2007-08-03,CULEX PIPIENS, E 115TH ST,T215,41.686398,-87.531635,4,0,0,1,0,0,0,0,0,2
2007-08-03,CULEX PIPIENS, E 115TH ST,T215,41.686398,-87.531635,50,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,13,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,2,0,0,0,0,1,0,0,0,1
2007-08-07,CULEX PIPIENS, N OAK PARK AVE,T002,41.95469,-87.800991,11,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N MANDELL AVE,T007,41.994991,-87.769279,1,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N MANDELL AVE,T007,41.994991,-87.769279,1,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,12,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,1,0,0,0,0,1,0,0,0,1
2007-08-07,CULEX PIPIENS, W FOSTER AVE,T015,41.974089,-87.824812,26,1,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,20,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W WEBSTER AVE,T045,41.9216,-87.666455,8,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,2,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W GRAND AVE,T046,41.891118,-87.65449100000001,5,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W ROOSEVELT,T048,41.867108,-87.654224,5,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, W ROOSEVELT,T048,41.867108,-87.654224,5,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W CHICAGO,T049,41.896282,-87.655232,5,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W CHICAGO,T049,41.896282,-87.655232,2,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N STAVE ST,T050,41.919343,-87.694259,1,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N STAVE ST,T050,41.919343,-87.694259,1,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N CANNON DR,T054,41.921965,-87.632085,1,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W 113TH ST,T086,41.688324,-87.676709,23,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W 113TH ST,T086,41.688324,-87.676709,39,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX RESTUANS, W 113TH ST,T086,41.688324,-87.676709,2,0,0,0,0,1,0,0,0,2
2007-08-07,CULEX PIPIENS, W 113TH ST,T086,41.688324,-87.676709,41,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS, W 113TH ST,T086,41.688324,-87.676709,15,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, S PEORIA ST,T091,41.862292,-87.64886,7,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, S PEORIA ST,T091,41.862292,-87.64886,6,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W 95TH ST,T094,41.720848,-87.666014,1,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, W 95TH ST,T094,41.720848,-87.666014,5,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W 89TH ST,T096,41.731922,-87.677512,2,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX RESTUANS, W 89TH ST,T096,41.731922,-87.677512,9,0,0,0,0,1,0,0,0,2
2007-08-07,CULEX PIPIENS, W 89TH ST,T096,41.731922,-87.677512,31,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX SALINARIUS, W 89TH ST,T096,41.731922,-87.677512,1,0,0,0,0,0,1,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, N STREETER DR,T129,41.891126,-87.61156,2,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,15,1,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,29,1,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,1,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,2,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N LONG AVE,T153,41.907645,-87.760886,3,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N LONG AVE,T153,41.907645,-87.760886,4,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, S CARPENTER ST,T159,41.732984,-87.649642,9,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX RESTUANS, S CARPENTER ST,T159,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,2
2007-08-07,CULEX PIPIENS, S CARPENTER ST,T159,41.732984,-87.649642,3,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX TERRITANS, S CARPENTER ST,T159,41.732984,-87.649642,2,0,0,0,0,0,0,0,1,2
2007-08-07,CULEX PIPIENS/RESTUANS, W HIGGINS AVE,T009,41.981964000000005,-87.812827,9,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX RESTUANS, W HIGGINS AVE,T009,41.981964000000005,-87.812827,1,0,0,0,0,1,0,0,0,1
2007-08-07,CULEX PIPIENS, W HIGGINS AVE,T009,41.981964000000005,-87.812827,27,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,T011,41.944869,-87.832763,28,1,0,0,1,0,0,0,0,1
2007-08-07,CULEX RESTUANS, N PITTSBURGH AVE,T011,41.944869,-87.832763,1,0,0,0,0,1,0,0,0,1
2007-08-07,CULEX PIPIENS, N PITTSBURGH AVE,T011,41.944869,-87.832763,43,1,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N OKETO AVE,T016,42.011601,-87.81150600000001,32,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N OKETO AVE,T016,42.011601,-87.81150600000001,37,1,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,1,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W BALMORAL AVE,T025,41.979243,-87.750938,7,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W BALMORAL AVE,T025,41.979243,-87.750938,3,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,4,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N WESTERN AVE,T028,41.986921,-87.689778,2,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,T031,41.801497999999995,-87.763416,1,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, S CENTRAL AVE,T031,41.801497999999995,-87.763416,3,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,T033,41.906638,-87.701431,15,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N HUMBOLDT DR,T033,41.906638,-87.701431,10,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, S VINCENNES,T089,41.723195000000004,-87.64997,2,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, S VINCENNES,T089,41.723195000000004,-87.64997,2,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,6,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,5,0,0,0,0,1,0,0,0,2
2007-08-07,CULEX PIPIENS, S ASHLAND AVE,T090,41.868077,-87.666901,11,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, S STATE ST,T092,41.869215999999994,-87.627561,24,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, S STATE ST,T092,41.869215999999994,-87.627561,16,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,2,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, W 127TH PL,T135,41.662014,-87.72460799999999,3,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W AGATITE AVE,T141,41.961743,-87.76007,1,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N AUSTIN AVE,T142,41.953067,-87.776792,5,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N AUSTIN AVE,T142,41.953067,-87.776792,5,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,13,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,1,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,13,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX TERRITANS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,1,0,0,0,0,0,0,0,1,2
2007-08-07,CULEX PIPIENS/RESTUANS, N FRANCISCO AVE,T147,41.932094,-87.700117,2,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, N FRANCISCO AVE,T147,41.932094,-87.700117,2,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, W FARWELL AVE,T150,42.006858,-87.675919,13,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS, W FARWELL AVE,T150,42.006858,-87.675919,3,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,11,0,0,0,1,0,0,0,0,1
2007-08-07,CULEX PIPIENS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,3,0,0,1,0,0,0,0,0,1
2007-08-07,CULEX PIPIENS/RESTUANS, S MILLARD AVE,T152,41.846075,-87.716277,3,0,0,0,1,0,0,0,0,2
2007-08-07,CULEX PIPIENS, S MILLARD AVE,T152,41.846075,-87.716277,3,0,0,1,0,0,0,0,0,2
2007-08-07,CULEX PIPIENS/RESTUANS, N LAWLER AVE,T154,41.918704999999996,-87.752329,10,0,0,0,1,0,0,0,0,1
